,Address,Suburb,Price,Bedrooms,Bathrooms,Garage,Land_Area,Floor_Area,Build_Year,Cbd_Dist,Nearest_Stn,Nearest_Stn_Dist,Date_Sold,Postcode,Nearest_Sch,Nearest_Sch_Dist
20955,5/36 Canning Road,Kalamunda,390000,2,1,1,2313,98,1993,18.8,Midland Station,10.6,11-2016,6076,Kalamunda Senior High School,0.3
20956,5/370 Barker Road,Subiaco,600000,3,1,1,3461,100,1977,3.6,Subiaco Station,0.5,09-2019,6008,Perth Modern School,1.5
20957,5/38 Rome Road,Myaree,450000,2,1,2,193,79,1987,10.6,Bull Creek Station,4.4,09-2015,6154,Melville Senior High School,1.0
20958,5/386 Stirling Street,Highgate,420000,1,1,1,1243,64,2006,1.9,East Perth Station,0.8,10-2016,6003,Perth College,0.9
20959,5/4 Valentine Road,Kelmscott,235000,3,2,2,2993,96,2007,24.8,Challis Station,0.6,07-2019,6111,Sowilo Community High School,0.8
20960,5/40 Kemp Street,Pearsall,355000,3,2,2,242,109,2009,19.3,Edgewater Station,3.9,02-2020,6065,Alta-1,0.6
20961,5/42 Gillett Drive,Kardinya,285000,2,1,1,142,68,1993,13.7,Murdoch Station,3.5,10-2020,6163,North Lake Senior Campus,0.5
20962,5/424 Main Street,Balcatta,370000,3,2,2,1563,80,2003,8.7,Stirling Station,2.9,04-2019,6021,Balcatta Senior High School,1.6
20963,5/48 Gnangara Drive,Waikiki,212500,3,1,1,199,92,2000,41.3,Warnbro Station,1.7,11-2018,6169,South Coast Baptist College,0.3
20964,5/5 Marsh Road,Mount Richon,375000,3,2,2,361,139,2014,27.4,Armadale Station,0.6,10-2015,6112,Armadale Senior High School,0.6
20965,5/56 Grand Boulevard,Joondalup,307500,2,2,2,2014,84,2008,25.4,Joondalup Station,0.8,07-2020,6027,Lake Joondalup Baptist College,0.8
20966,5/59 Coode Street,Bayswater,260000,2,1,1,1546,85,1993,6.1,Bayswater Station,0.6,06-2019,6053,Chisholm Catholic College,0.7
20967,5/6 Fragrant Gardens,Mirrabooka,200000,2,1,1,135,81,1993,10.9,Warwick Station,7.1,07-2018,6061,John Septimus Roe Anglican Community School,1.4
20968,5/6 Grasmere Court,Brentwood,580000,3,1,1,4925,120,1992,10.2,Bull Creek Station,0.4,09-2014,6153,All Saints' College,1.2
20969,5/63 Staton Road,East Fremantle,750000,3,2,2,307,132,2003,12.9,North Fremantle Station,1.5,09-2018,6158,John Curtin College Of The Arts,1.6
20970,5/66 Kent Street,Rockingham,335000,3,1,1,200,95,1993,37.6,Rockingham Station,3.1,04-2020,6168,Rockingham Montessori School,0.4
20971,5/66 Parkin Street,Rockingham,246590,3,2,2,2022,99,2004,38.7,Rockingham Station,4.2,07-2020,6168,Rockingham Senior High School,1.7
20972,5/7 Hodnet Bend,The Vines,325000,3,2,2,292,147,2011,24.3,Woodbridge Station,14.4,08-2019,6069,Holy Cross College,1.6
20973,5/7 Wyatt Road,Bayswater,385000,3,2,2,232,100,2008,7.0,Bayswater Station,1.2,02-2019,6053,Cyril Jackson Senior Campus,2.1
20974,5/8 Heron Place,Maddington,230000,2,1,1,155,76,1993,15.6,Madding,0.9,03-2018,6109,St Francis' School,1.2
20975,5/8 Johnston Street,Peppermint Grove,599000,1,1,2,744,87,1994,10.9,Mosman Park Station,0.5,02-2010,6011,St Hilda'S Anglican School For Girls,0.7
20976,5/80 Lintonmarc Drive,Redcliffe,419000,3,2,2,243,128,2002,8.2,Ashfield Station,3.6,12-2015,6104,Belmont City College,2.0
20977,5/84 Station Street,East Cannington,365000,3,2,2,206,85,2011,11.2,Canning,0.5,09-2016,6107,Sevenoaks Senior College,0.8
20978,5/89 RENOU Street,East Cannington,425000,3,2,2,224,100,2014,11.0,Canning,0.4,09-2015,6107,Sevenoaks Senior College,0.7
20979,5/9 Louise Street,Rockingham,163000,2,1,1,2002,71,1986,38.2,Rockingham Station,1.4,10-2020,6168,Kolbe Catholic College,0.6
20980,5/91 Banksia Street,Joondanna,285000,2,1,1,2409,79,1982,5.5,Glendalough Station,1.8,09-2018,6060,Servite College,0.6
20981,5/93 Gloucester Crescent,Shoalwater,230000,2,1,1,1042,79,1966,41.2,Rockingham Station,5.4,02-2016,6169,Rockingham Senior High School,3.2
20982,50 Adderley Street,Mount Claremont,1770000,2,2,2,1012,344,1952,7.9,Claremont Station,1.5,05-2020,6010,John Xxiii College,1.2
20983,50 Amberley Way,Pearsall,634000,4,2,4,634,190,1998,19.8,Edgewater Station,3.5,05-2016,6065,Alta-1,0.8
20984,50 Amos Road,Wanneroo,410000,4,2,1,680,135,1995,22.3,Edgewater Station,4.4,08-2018,6065,Wanneroo Secondary College,0.6
20985,50 Ashdale Boulevard,Darch,640000,5,2,6,611,251,2003,16.0,Greenwood Station,5.9,11-2015,6065,Ashdale Secondary College,0.5
20986,50 Astinal Drive,Gosnells,230000,3,1,1,760,113,1973,18.6,Gosnells Station,1.6,12-2018,6110,Southern River College,0.9
20987,50 Balmoral Street,East Victoria Park,680000,2,1,2,574,94,1924,6.1,Oats Street Station,1.3,09-2018,6101,Kent Street Senior High School,1.2
20988,50 Barrington Avenue,Champion Lakes,545000,4,2,2,423,191,2014,22.1,Kelmscott Station,2.1,11-2014,6111,Kelmscott Senior High School,2.1
20989,50 Bateman Road,Mount Pleasant,952333,3,1,1,450,200,1994,8.6,Bull Creek Station,2.0,08-2019,6153,Aquinas College,1.1
20990,50 BILDERSEE Avenue,Brabham,385000,4,2,2,320,127,2014,18.4,Guildford Station,9.4,04-2017,6055,Swan Valley Anglican Community School,2.8
20991,50 Bolderwood Drive,South Lake,428000,4,2,2,707,180,1994,16.5,Cockburn Central Station,3.1,06-2017,6164,Lakeland Senior High School,1.0
20992,50 Bowden Drive,High Wycombe,475000,4,2,2,610,217,2004,14.5,Midland Station,4.3,02-2020,6057,Youth Futures Community School,4.2
20993,50 Bradford Street,Menora,960000,4,2,2,708,204,1969,4.0,Perth Station,3.8,02-2012,6050,Mount Lawley Senior High School,0.9
20994,50 Briggs Street,South Lake,515000,4,2,2,577,135,2004,17.9,Cockburn Central Station,1.9,10-2016,6164,Lakeland Senior High School,0.4
20995,50 Broadway Road,Bickley,950000,3,2,2,10079,178,1919,22.8,Madding,11.6,03-2014,6076,Carmel Adventist College,1.4
20996,50 Bronzewing Loop,Wembley,1220000,4,2,2,401,255,2000,5.5,Daglish Station,2.6,10-2018,6014,Bold Park Community School,1.7
20997,50 Calume Street,Hillman,317000,3,1,2,685,120,1976,37.5,Rockingham Station,1.2,04-2014,6168,Kolbe Catholic College,0.8
20998,50 Camm Avenue,Bull Creek,770000,4,2,2,741,222,1978,11.2,Bull Creek Station,1.1,05-2020,6149,All Saints' College,0.5
20999,50 Caridean Street,Heathridge,322500,4,2,1,702,120,1984,23.0,Joondalup Station,1.8,06-2019,6027,Mater Dei College,1.0
21000,50 Carpenteria Drive,Stirling,895000,5,2,2,403,212,2007,8.7,Stirling Station,2.0,10-2018,6021,Balcatta Senior High School,1.0
21001,50 Castle Road,Woodlands,850000,5,3,2,728,220,1970,8.2,Stirling Station,2.0,08-2017,6018,Hale School,0.8
21002,50 Chiltern Avenue,Brookdale,300000,4,2,2,564,200,2008,28.1,Armadale Station,2.0,01-2014,6112,Armadale Senior High School,1.2
21003,50 Clint Way,Calista,329000,3,1,1,654,88,1954,32.8,Wellard Station,2.7,01-2014,6167,Gilmore College,1.2
21004,50 Clotilde Street,Mount Lawley,2200000,5,2,2,860,341,1912,2.8,Mount Lawley Station,0.2,11-2019,6050,Perth College,0.4
21005,50 Congdon Way,Booragoon,865000,4,2,2,700,154,1979,10.5,Bull Creek Station,2.1,09-2017,6154,Applecross Senior High School,1.7
21006,50 Corinth Lane,Gnangara,955000,4,3,6,16142,200,1993,18.8,Edgewater Station,7.7,12-2014,6077,Landsdale Christian School,2.8
21007,50 Da Vinci Drive,Tapping,543000,4,2,2,654,220,2006,26.4,Currambine Station,5.0,04-2018,6065,Joseph Banks Secondary College,2.4
21008,50 Daly Circle,Langford,520000,4,2,2,518,275,2001,11.9,Thornlie Station,1.9,01-2016,6147,Langford Islamic College,1.2
21009,50 Davallia Road,Duncraig,690000,4,2,2,688,157,1973,14.2,Warwick Station,1.1,09-2019,6023,Carine Senior High School,1.7
21010,50 Dean Road,Jandakot,785000,4,2,2,731,217,2002,16.8,Cockburn Central Station,2.5,01-2015,6164,Lakeland Senior High School,1.3
21011,50 Delton Way,Atwell,480000,4,2,2,599,182,1998,20.2,Cockburn Central Station,1.0,04-2019,6164,Atwell College,1.1
21012,50 Derry Avenue,Mount Nasura,435000,3,1,2,910,130,1970,26.1,Sherwood Station,1.1,03-2014,6112,John Calvin Christian College,1.3
21013,50 Descanso Loop,Aubin Grove,606000,4,2,2,602,209,2011,24.6,Cockburn Central Station,5.5,08-2019,6164,Atwell College,3.3
21014,50 Dorrigo Gardens,Jane Brook,438000,4,2,2,700,150,2002,20.6,Midland Station,5.6,10-2019,6056,Swan View Senior High School,2.4
21015,50 Dumsday Drive,Forrestdale,490000,4,1,2,809,179,1972,23.2,Armadale Station,6.6,05-2013,6112,Carey Baptist College,4.1
21016,50 Durango Turn,Aubin Grove,380000,3,2,4,312,145,2010,24.9,Cockburn Central Station,5.6,08-2017,6164,Atwell College,3.6
21017,50 Eden Drive,Bullsbrook,370000,4,2,2,651,138,1993,36.8,Midland Station,26.1,04-2018,6084,Holy Cross College,14.1
21018,50 Elliot Road,Hocking,422000,4,2,2,680,125,1994,21.5,Edgewater Station,3.5,12-2016,6065,Wanneroo Secondary College,0.6
21019,50 Elstree Avenue,Coolbinia,1000000,3,1,2,782,177,1956,4.1,Glendalough Station,3.2,03-2010,6050,Mount Lawley Senior High School,1.4
21020,50 Emperor Avenue,Beldon,538000,3,1,1,706,131,1988,21.7,Edgewater Station,1.7,11-2014,6027,Belridge Secondary College,0.7
21021,50 Erin Dale,Stoneville,805000,5,3,2,4093,271,2000,30.6,Midland Station,16.0,10-2019,6081,Mundaring Christian College,3.7
21022,50 Flint Road,Glen Forrest,580000,4,2,5,3956,159,1997,24.3,Midland Station,10.3,09-2019,6071,Helena College,1.7
21023,50 Folland Parade,Atwell,555000,4,2,2,578,206,1997,21.2,Cockburn Central Station,2.2,04-2017,6164,Atwell College,0.5
21024,50 Gallinago Corner,Harrisdale,560000,4,2,2,576,222,2008,19.7,Cockburn Central Station,6.8,05-2018,6112,Carey Baptist College,0.9
21025,50 George Road,Lesmurdie,1050000,4,2,2,2972,248,2014,17.7,Madding,7.1,09-2017,6076,Mazenod College,0.4
21026,50 Glasgow Way,Seville Grove,420000,4,2,4,500,207,2010,23.2,Challis Station,2.2,08-2018,6112,Cecil Andrews College,1.4
21027,50 Goundrey Drive,Pearsall,435000,3,2,2,305,143,2013,19.3,Edgewater Station,3.4,11-2020,6065,Alta-1,0.2
21028,50 Grand Ocean Boulevard,Port Kennedy,399000,4,2,2,650,154,1996,45.1,Warnbro Station,2.6,10-2018,6172,Living Waters Lutheran College,0.5
21029,50 Greenside Lane,Bullsbrook,600000,4,2,2,21259,160,1994,39.1,Midland Station,27.8,08-2018,6084,Holy Cross College,16.5
21030,50 Hampton Road,Darch,270000,5,2,2,466,194,2007,15.2,Greenwood Station,6.3,03-2016,6065,Ashdale Secondary College,0.9
21031,50 Harrington Waters Drive,Waikiki,480000,4,2,2,528,180,2007,42.4,Warnbro Station,0.9,08-2020,6169,South Coast Baptist College,0.9
21032,50 Harrison Street,Balcatta,370000,3,1,1,244,102,1994,7.8,Stirling Station,2.9,04-2018,6021,Servite College,1.9
21033,50 Heacham Avenue,Hocking,570000,4,2,2,594,214,2000,20.0,Edgewater Station,3.6,04-2017,6065,Alta-1,1.0
21034,50 Hollins Bend,Madeley,400000,3,2,2,317,120,2005,16.1,Greenwood Station,3.6,03-2020,6065,The Montessori School,1.3
21035,50 Horseshoe Circuit,Henley Brook,1000000,5,3,4,4619,343,2002,19.9,East Guildford Station,10.3,03-2013,6055,Swan Valley Anglican Community School,1.4
21036,50 Houghton Drive,Carramar,505000,4,2,6,695,213,1999,27.8,Currambine Station,3.3,07-2018,6031,Joseph Banks Secondary College,2.0
21037,50 HURD ROAD,Bullsbrook,390000,5,2,2,626,218,2008,37.0,Midland Station,26.1,05-2020,6084,Holy Cross College,14.3
21038,50 Kalamatta Way,Gooseberry Hill,1250000,4,3,2,2349,310,1970,17.8,Midland Station,7.8,12-2016,6076,Kalamunda Senior High School,3.3
21040,50 Kirkstall Drive,Hocking,526500,4,2,4,617,23,2003,20.3,Edgewater Station,3.6,04-2017,6065,Alta-1,1.4
21041,50 Kitchener Road,Melville,950000,4,2,6,885,210,1957,10.8,North Fremantle Station,4.8,08-2019,6156,Melville Senior High School,1.1
21042,50 Kurrajong Road,Safety Bay,410000,4,2,1,685,133,1990,40.6,Rockingham Station,3.0,09-2020,6169,Safety Bay Senior High School,0.9
21043,50 Leschenault Loop,Banksia Grove,330000,3,2,2,320,127,2013,29.5,Clarkson Station,5.6,06-2018,6031,Joseph Banks Secondary College,0.7
21044,50 London Street,North Perth,795000,3,1,2,545,97,1922,3.7,Leederville Station,2.1,08-2020,6006,Aranmore Catholic College,0.7
21045,50 Lord Street,Eden Hill,415000,2,1,1,393,92,1996,11.1,Success Hill Station,0.7,11-2015,6054,Cyril Jackson Senior Campus,2.4
21046,50 Loton Road,Millendon,1277000,4,2,2,19025,212,1999,23.8,Midland Station,10.1,06-2007,6056,Swan Valley Anglican Community School,6.0
21047,50 Macadamia Avenue,Baldivis,385000,4,2,2,486,168,2012,43.4,Warnbro Station,6.1,08-2020,6171,Baldivis Secondary College,0.8
21048,50 Merrimac Loop,Rockingham,472000,4,2,2,579,228,2005,40.1,Rockingham Station,3.5,02-2019,6168,Rockingham Senior High School,1.5
21049,50 Mopsa Way,Coolbellup,551000,4,2,2,728,230,2013,14.5,Murdoch Station,3.8,04-2019,6163,North Lake Senior Campus,0.3
21050,50 Noreena Avenue,Golden Bay,510000,4,2,2,880,216,2004,53.5,Warnbro Station,11.1,11-2020,6174,Comet Bay College,1.1
21051,50 Northcote Street,Chidlow,450000,3,1,4,1314,145,1975,40.3,Midland Station,25.8,04-2016,6556,Eastern Hills Senior High School,5.1
21052,50 Olivedale Road,Madeley,525000,4,2,2,440,165,2012,16.6,Whitfords Station,4.4,04-2019,6065,Kingsway Christian College,1.1
21053,50 Orangedale Road,Lesmurdie,500000,4,2,4,961,162,1976,20.0,Madding,8.9,12-2017,6076,Lesmurdie Senior High School,1.2
21054,50 Pitt Road,Martin,855000,4,2,2,14156,188,1987,18.8,Gosnells Station,2.7,04-2015,6110,Lumen Christi College,1.6
21055,50 Pony Place,Oakford,902500,4,2,2,21047,179,2000,27.9,Kwinana Station,8.5,06-2015,6121,Atwell College,8.0
21056,50 Prinsep Road,Jandakot,775000,4,2,2,1171,261,2000,17.7,Cockburn Central Station,1.5,11-2018,6164,Lakeland Senior High School,1.2
21057,50 Quickly Crescent,Hamilton Hill,448000,4,2,2,438,146,1999,16.8,Murdoch Station,5.9,05-2018,6163,Perth Waldorf School,2.0
21058,50 Reveley Court,Samson,610000,4,2,1,717,175,1984,14.4,Murdoch Station,5.2,01-2008,6163,Seton Catholic College,0.4
21059,50 Rickard Road,Glen Forrest,726000,4,2,4,7238,180,1994,24.7,Midland Station,11.1,08-2014,6071,Helena College,2.4
21060,50 Rossmoyne Drive,Rossmoyne,1475000,4,2,2,499,305,2007,9.1,Bull Creek Station,2.0,04-2017,6148,Aquinas College,1.1
21061,50 Roxburghe Drive,The Vines,605000,5,2,2,878,217,2007,27.2,Midland Station,16.0,09-2020,6069,Holy Cross College,4.9
21062,50 Saponara Drive,Sinagra,325000,4,2,2,511,230,2016,24.4,Joondalup Station,3.9,01-2015,6065,Wanneroo Secondary College,2.3
21063,50 Sexton Street,Sawyers Valley,450000,5,2,10,3707,150,1957,32.6,Midland Station,18.7,12-2014,6074,Mundaring Christian College,1.8
21064,50 Simmonds Pass,Ellenbrook,437000,4,2,2,574,181,2007,22.0,Success Hill Station,14.1,12-2020,6069,Holy Cross College,1.4
21065,50 Solandra Way,Forrestfield,430000,4,2,2,700,186,1976,14.1,Madding,7.3,03-2019,6058,Darling Range Sports College,1.4
21066,50 Spinifex Loop,Yanchep,390000,3,2,2,442,142,2012,50.8,Butler Station,12.6,09-2018,6035,Yanchep Secondary College,1.9
21067,50 Stoneham Road,Attadale,1865000,4,1,2,1012,309,1962,9.4,Vic,4.2,07-2020,6156,Santa Maria College,0.3
21068,50 Susan Road,Madeley,475000,3,2,2,855,118,2011,16.5,Whitfords Station,4.1,04-2017,6065,Kingsway Christian College,1.3
21069,50 Swan Road,High Wycombe,200000,3,1,1,871,95,1970,14.1,Midland Station,5.6,04-2018,6057,Darling Range Sports College,3.8
21070,50 Terelinck Crescent,Redcliffe,442500,3,2,2,366,144,1999,9.0,Success Hill Station,5.6,04-2016,6104,Belmont City College,2.1
21071,50 The Circus,Burswood,1180000,4,3,2,233,220,2006,3.7,Burswood Station,0.4,07-2016,6100,Trinity College,1.5
21072,50 Tokara Avenue,Henley Brook,452500,4,2,1,607,192,2002,19.9,East Guildford Station,10.5,07-2015,6055,Swan Valley Anglican Community School,1.4
21073,50 Tourmaline Boulevard,Byford,420000,4,2,2,480,227,2015,32.4,Armadale Station,8.6,09-2019,6122,Byford Secondary College,2.3
21074,50 Vancouver Parade,Wanneroo,444784,4,2,2,521,172,2010,21.4,Edgewater Station,4.5,06-2019,6065,Wanneroo Secondary College,1.0
21075,50 Verna Street,Gosnells,287000,4,2,1,821,185,1975,19.9,Seaforth Station,0.7,03-2020,6110,Lumen Christi College,1.8
21076,50 Victoria Street,Guildford,762000,3,1,1,910,141,1927,11.6,Guildford Station,0.2,06-2015,6055,Guildford Grammar School,1.7
21077,50 Walanna Drive,Karawara,670000,4,2,2,533,215,2002,6.8,Canning Bridge Station,2.8,01-2009,6152,Clontarf Aboriginal College,1.0
21078,50 Weller Road,Hovea,153000,3,1,2,11320,122,1975,26.0,Midland Station,11.9,01-1994,6071,Helena College,3.5
21079,50 Westbury Crescent,Bicton,1435000,3,1,5,1080,227,1935,11.7,North Fremantle Station,2.5,05-2020,6157,Santa Maria College,2.2
21080,50 Willmott Drive,Cooloongup,210000,3,1,1,693,90,1986,39.9,Rockingham Station,1.4,08-2018,6168,Safety Bay Senior High School,1.1
21081,50 Windward Loop,Ocean Reef,820000,4,2,2,797,279,1996,23.0,Edgewater Station,3.4,09-2018,6027,Ocean Reef Senior High School,1.4
21082,50/444 Marmion Street,Myaree,395000,2,1,1,15488,77,1986,10.7,Bull Creek Station,4.3,10-2018,6154,Melville Senior High School,0.9
21083,500 Canning Highway,Attadale,552500,3,1,2,503,116,1954,10.2,North Fremantle Station,5.1,09-2018,6156,Melville Senior High School,1.6
21084,500 Glen Road,Darlington,725000,4,2,2,2018,255,1970,21.0,Midland Station,8.1,10-2018,6070,Treetops Montessori School,0.5
21085,500 Jarrah Road,Sawyers Valley,675000,3,2,6,88370,243,1980,31.5,Midland Station,17.4,02-2004,6074,Mundaring Christian College,0.8
21086,502 Hall Road,Serpentine,885000,4,2,2,20322,217,2009,50.2,Armadale Station,26.6,09-2018,6125,Court Grammar School,13.6
21087,504 Albany Highway,Bedfordale,650000,4,2,2,6001,182,1986,30.9,Armadale Station,4.5,07-2014,6112,Southern Hills Christian College,0.9
21088,505 Seaborne Street,Parkerville,820000,4,2,7,19238,304,1985,27.2,Midland Station,13.0,07-2019,6081,Mundaring Christian College,3.9
21089,5051 West Swan Road,West Swan,1300000,5,2,3,20246,275,1980,16.3,Woodbridge Station,4.3,05-2013,6055,Swan Christian College,2.5
21090,506A Canning Highway,Attadale,635000,3,2,2,448,190,2001,10.2,North Fremantle Station,5.1,06-2018,6156,Melville Senior High School,1.6
21091,507A North Beach Road,Gwelup,780000,3,2,2,471,262,2009,11.6,Warwick Station,2.3,02-2016,6018,Carine Senior High School,2.0
21092,509 Canning Highway,Melville,685000,3,2,2,413,160,1956,10.2,North Fremantle Station,5.2,08-2018,6156,Melville Senior High School,1.5
21093,509 Great Eastern Highway,Greenmount,475000,4,2,4,2143,208,1975,18.7,Midland Station,4.6,05-2014,6056,Swan View Senior High School,1.6
21094,50A Bondi Crescent,Warnbro,260000,3,1,1,524,116,1997,42.8,Warnbro Station,0.3,08-2018,6169,South Coast Baptist College,1.7
21095,50A Carrington Street,Palmyra,740000,4,2,2,546,220,1999,12.6,North Fremantle Station,3.1,03-2019,6157,John Curtin College Of The Arts,2.3
21096,50A Clifford Way,Bull Creek,530000,3,1,2,400,120,1983,10.9,Bull Creek Station,0.5,08-2016,6149,All Saints' College,0.8
21097,50A Comer Street,Como,900000,4,2,2,344,237,2002,4.3,Canning Bridge Station,2.2,09-2020,6152,Penrhos College,1.2
21098,50A Douglas Avenue,South Perth,880000,4,2,4,408,180,1993,3.2,Claisebrook Station,3.3,11-2018,6151,Wesley College,0.5
21099,50A EDNEY ROAD,High Wycombe,365000,4,2,2,1186,141,2010,14.5,Midland Station,5.9,12-2020,6057,Darling Range Sports College,3.5
21100,50A Holman Street,Alfred Cove,844000,4,2,2,521,181,1995,10.2,Bull Creek Station,4.4,06-2018,6154,Melville Senior High School,1.5
21101,50A Margaret Street,Midland,405000,3,2,2,330,80,1920,16.4,Midland Station,1.5,02-2019,6056,La Salle College,0.7
21102,50A Second Avenue,Claremont,890000,3,2,2,301,175,2004,7.2,Loch Street Station,0.5,10-2019,6010,John Xxiii College,1.3
21103,50A Teague Street,Victoria Park,710000,4,3,2,200,140,2013,4.7,Vic,0.3,10-2018,6100,Ursula Frayne Catholic College,0.2
21104,50B Stafford Road,Kenwick,475000,4,2,2,482,192,2000,14.6,Kenwick Station,0.6,10-2015,6107,Communicare Academy,0.7
21105,50B Towton Way,Langford,390000,3,2,2,692,120,1987,12.7,Thornlie Station,1.1,02-2017,6147,Langford Islamic College,0.8
21106,51 Adair Parade,Coolbinia,1100000,5,3,2,828,280,1957,4.0,Glendalough Station,3.2,09-2013,6050,Mount Lawley Senior High School,1.3
21107,51 Allatoona Avenue,Golden Bay,340000,3,2,2,462,210,2015,52.4,Warnbro Station,10.0,09-2018,6174,Comet Bay College,0.4
21108,51 Amity Boulevard,Coogee,650000,4,2,2,748,173,1988,20.2,Cockburn Central Station,8.1,04-2020,6166,Port School,3.9
21109,51 Archer Street,Pearsall,525000,4,2,2,560,207,2005,19.6,Edgewater Station,3.4,11-2019,6065,Alta-1,0.5
21110,51 Argyle Street,Herne Hill,385000,3,1,2,809,120,1972,20.6,Midland Station,7.2,03-2014,6056,Swan Christian College,3.4
21111,51 Ariti Avenue,Wanneroo,430000,3,1,1,760,102,1978,22.2,Edgewater Station,2.6,03-2018,6065,Wanneroo Secondary College,1.3
21112,51 Armadale Crescent,Coolbinia,2050000,4,3,2,921,349,1961,4.2,Glendalough Station,2.8,10-2020,6050,Aranmore Catholic College,1.7
21113,51 Armadale Road,Rivervale,750000,2,2,2,690,231,2006,5.2,Burswood Station,1.3,07-2018,6103,St Clare'S School,1.5
21114,51 Austin Street,Shenton Park,1850000,4,3,2,652,310,1920,3.6,Daglish Station,1.1,08-2017,6008,Shenton College,1.7
21115,51 Baler Court,Hammond Park,430000,3,2,2,22812,160,2010,23.1,Cockburn Central Station,3.9,10-2017,6164,Atwell College,1.9
21116,51 Barrington Avenue,Champion Lakes,406000,3,2,2,330,134,2015,22.0,Kelmscott Station,2.3,03-2017,6111,John Wollaston Anglican Community School,2.1
